org_name,org_uuid,arr_ind,current_arr,current_vm_arr,vm_ccy,current_vm_arr_eu,vm_de_ccy,current_vm_arr_total,vm_ccy_total,ccy_bins,arr_per_vm,counts_win,mins_win,counts_mac,mins_mac,counts_android,mins_android,counts_ios,mins_ios,mins_total,counts_total,mins_win_perc,mins_mac_perc,mins_android_perc,mins_ios_perc,counts_win_perc,counts_mac_perc,counts_android_perc,counts_ios_perc,win_arr,mac_arr,ios_arr,android_arr
happn,00eee57772ea4991ae4baafcbed0937a,True,31403,0,0,27945.09,18,27945.09,18,2:10-24,1552.505,14524.0,4726.65,23.0,19.7,59520.0,815692.92,48420.0,557754.62,1378193.88,122487.0,0.0,0.0,0.59,0.4,0.12,0.0,0.49,0.4,0.0,0.0,11178.036,16487.6031
Costco EQA,012428bab86b448e81f0f6d5023a94a3,True,790530,387600,190,0.0,0,387600.0,190,5:100-249,2040.0,28445.0,199419.7,421212.0,2877858.73,24659.0,79877.23,5271.0,31084.93,3188240.6,479587.0,0.06,0.9,0.03,0.01,0.06,0.88,0.05,0.01,23256.0,348840.0,3876.0,11628.0
Ingenico,01d4f01f9ebd44f09e3468594e731ee2,True,9880,0,0,9879.6,4,9879.6,4,1:1-9,2469.9,100740.0,8984.49,231.0,5526.28,20.0,450.3,42.0,1093.65,16054.72,101033.0,0.56,0.34,0.03,0.07,1.0,0.0,0.0,0.0,5532.576000000001,3359.0640000000003,691.5720000000001,296.388
iPipeline UK,01e29b3fa7e64501b9e2ed5bea5310c1,True,9600,0,0,9600.0,8,9600.0,8,1:1-9,1200.0,81593.0,64320.18,2367.0,5894.6,13.0,239.57,85.0,2503.42,72957.77,84058.0,0.88,0.08,0.0,0.03,0.97,0.03,0.0,0.0,8448.0,768.0,288.0,0.0
sincro,020772bdda174bc895eaebf381ac3895,True,79800,79800,50,0.0,0,79800.0,50,4:50-99,1596.0,2784.0,12639.4,51110.0,174093.58,0.0,0.0,703.0,5749.42,192482.4,54597.0,0.07,0.9,0.0,0.03,0.05,0.94,0.0,0.01,5586.000000000001,71820.0,2394.0,0.0
Patelco,0243e340be9e4635ae45329b2a360c8d,True,66893,23484,10,0.0,0,23484.0,10,2:10-24,2348.4,1302.0,23160.83,118.0,4009.25,45.0,579.0,33.0,411.65,28160.73,1498.0,0.82,0.14,0.02,0.01,0.87,0.08,0.03,0.02,19256.879999999997,3287.76,234.84,469.68
Fusion,036d25dd46cc49249c7a1bce1c8d7843,True,29626,0,0,29626.2,17,29626.2,17,2:10-24,1742.7176470588236,5595.0,20852.03,0.0,0.0,0.0,0.0,0.0,0.0,20852.03,5595.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29626.2,0.0,0.0,0.0
NYL,03af95db5f5046b4877b4dd2e0912587,True,289800,100800,60,0.0,0,100800.0,60,4:50-99,1680.0,572410.0,2965443.25,8590.0,78538.98,53.0,1690.22,66.0,3191.02,3048863.47,581119.0,0.97,0.03,0.0,0.0,0.99,0.01,0.0,0.0,97776.0,3024.0,0.0,0.0
"BabyCenter, LLC",0404fedcc8e84bdfa5cad91505412ff1,True,24720,24720,10,0.0,0,24720.0,10,2:10-24,2472.0,542046.0,1026368.13,0.0,0.0,115612.0,119755.33,131718.0,127403.15,1273526.62,789376.0,0.81,0.0,0.09,0.1,0.69,0.0,0.15,0.17,20023.2,0.0,2472.0,2224.7999999999997
"Visa Technology and Operations, LLC",0419d1cc1bfb45d3a3f70c62f0587b7a,True,178200,162000,50,16200.0,5,178200.0,55,4:50-99,3240.0,248237.0,1001424.88,33242.0,369055.1,110.0,3153.73,151.0,3181.95,1376815.67,281740.0,0.73,0.27,0.0,0.0,0.88,0.12,0.0,0.0,130086.0,48114.0,0.0,0.0
Best Western International,0440e6b8427347b99fac625272e153ae,True,166327,147427,80,0.0,0,147427.0,80,4:50-99,1842.8375,1277182.0,3556200.7,404.0,4023.07,1642.0,6518.93,4977.0,14014.42,3580757.12,1284205.0,0.99,0.0,0.0,0.0,0.99,0.0,0.0,0.0,145952.73,0.0,0.0,0.0
Trakstar,04460817ba984c7f90e6a052a79b641b,True,19053,9526,16,0.0,0,9526.0,16,2:10-24,595.375,426995.0,337976.2,760.0,2255.88,0.0,0.0,0.0,0.0,340232.08,427755.0,0.99,0.01,0.0,0.0,1.0,0.0,0.0,0.0,9430.74,95.26,0.0,0.0
Channel 4,050e4ea2cc6c46f1bb2c81af5275c3c6,True,105599,0,0,63359.87,55,63359.87,55,4:50-99,1151.9976363636365,1697226.0,1275296.57,214.0,6491.6,7.0,69.95,6.0,233.75,1282091.87,1697453.0,0.99,0.01,0.0,0.0,1.0,0.0,0.0,0.0,62726.2713,633.5987,0.0,0.0
predictive-index,054f3371f0774b28b0b1e9ac22cbe060,True,20880,20880,10,0.0,0,20880.0,10,2:10-24,2088.0,124165.0,302762.85,0.0,0.0,0.0,0.0,0.0,0.0,302762.85,124165.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20880.0,0.0,0.0,0.0
Cmed Technology,055386ca1e434d0db6b8b25508265861,True,17880,0,0,17880.0,10,17880.0,10,2:10-24,1788.0,251729.0,230610.9,30634.0,27903.75,0.0,0.0,1.0,70.3,258584.95,282364.0,0.89,0.11,0.0,0.0,0.89,0.11,0.0,0.0,15913.2,1966.8,0.0,0.0
IBM Watson Health,069621c0a3b44cb1abe498f4d102bb65,True,19800,19800,10,0.0,0,19800.0,10,2:10-24,1980.0,14500.0,35480.02,4877.0,21739.75,4550.0,25268.57,2734.0,29209.95,111698.28,26661.0,0.32,0.19,0.23,0.26,0.54,0.18,0.17,0.1,6336.0,3762.0,5148.0,4554.0
Ikano Bank AB,071b1281c4b945e09de9d94e8ef3dee8,True,71484,0,0,11631.26,12,11631.26,12,2:10-24,969.2716666666666,15812.0,18889.3,77.0,518.68,22.0,273.58,23.0,328.8,20010.37,15934.0,0.94,0.03,0.01,0.02,0.99,0.0,0.0,0.0,10933.384399999999,348.9378,232.6252,116.3126
Cisco Live Streaming,077055e9e7e849ccae487808c5c595f7,True,41872,18269,10,0.0,0,18269.0,10,2:10-24,1826.9,,,,,,,,,,,,,,,,,,,,,,
Adevinta,0770f2b36ab84bad9515221e1d73a20e,True,19200,0,0,19200.0,11,19200.0,11,2:10-24,1745.4545454545455,53952.0,35369.38,8797.0,2711.42,429.0,74.92,422.0,569.38,38725.1,63600.0,0.91,0.07,0.0,0.01,0.85,0.14,0.01,0.01,17472.0,1344.0000000000002,192.0,0.0
Unqork,0786abc86d834cc29e79d0dc6f00f7f1,True,884550,180000,150,0.0,0,180000.0,150,5:100-249,1200.0,738424.0,809504.43,6672865.0,6482434.42,93.0,3919.0,273.0,10257.47,7306115.32,7411655.0,0.11,0.89,0.0,0.0,0.1,0.9,0.0,0.0,19800.0,160200.0,0.0,0.0
Splunk,08365d885ffb43ee9964c09fd1e77c0c,True,185408,162000,100,0.0,0,162000.0,100,5:100-249,1620.0,5511174.0,5110656.78,303848.0,125864.77,549095.0,231747.22,4666.0,7296.27,5475565.03,6368783.0,0.93,0.02,0.04,0.0,0.87,0.05,0.09,0.0,150660.0,3240.0,0.0,6480.0
Careerbuilder.com,0869236fc47447d3a07c4f4f714f47df,False,24000,271920,10,0.0,0,271920.0,10,2:10-24,27192.0,2965354.0,3469677.37,5.0,193.57,37.0,51.75,0.0,0.0,3469922.68,2965396.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,271920.0,0.0,0.0,0.0
Yell,087426ea9b9d4b07aa5147bf8d6f2f1e,True,62027,0,0,29999.38,40,29999.38,40,3:25-49,749.9845,5561.0,4460.87,12.0,26.42,12.0,300.65,5525.0,397546.93,402334.87,11110.0,0.01,0.0,0.0,0.99,0.5,0.0,0.0,0.5,299.9938,0.0,29699.3862,0.0
The Home Depot,08a9b5e301b349f8b05c183adabc4a85,True,378900,348588,300,0.0,0,348588.0,300,6:250-499,1161.96,3507085.0,14806175.67,451934.0,2036107.45,400912.0,1639961.82,686612.0,4691572.18,23173817.12,5046543.0,0.64,0.09,0.07,0.2,0.69,0.09,0.08,0.14,223096.32,31372.92,69717.6,24401.160000000003
Deloitte Application Studios,091ec930d29d4a5d8080c758190332a1,True,156600,31200,20,0.0,0,31200.0,20,2:10-24,1560.0,52.0,335.07,72.0,3779.67,10.0,30.75,34.0,302.03,4447.52,168.0,0.08,0.85,0.01,0.07,0.31,0.43,0.06,0.2,2496.0,26520.0,2184.0,312.0
Leaf Group,09710957fe2944f897d60646e41e10da,False,23760,100829,20,0.0,0,100829.0,20,2:10-24,5041.45,102112.0,50849.31,574021.0,367329.76,69903.0,44037.51,119482.0,64280.52,526497.09,865518.0,0.1,0.7,0.08,0.12,0.12,0.66,0.08,0.14,10082.900000000001,70580.29999999999,12099.48,8066.320000000001
Bank of the West,09737c75995c45a69dbad635b5987126,True,130080,107400,50,0.0,0,107400.0,50,4:50-99,2148.0,38109.0,74295.18,3719.0,23732.7,530.0,1340.6,553.0,2313.98,101682.47,42911.0,0.73,0.23,0.01,0.02,0.89,0.09,0.01,0.01,78402.0,24702.0,2148.0,1074.0
Happy Money,097f96c200264da0a7babd5d055533a8,True,65196,41100,32,0.0,0,41100.0,32,3:25-49,1284.375,11772.0,26311.57,176005.0,723048.3,34.0,65.38,18.0,33.23,749458.48,187829.0,0.04,0.96,0.0,0.0,0.06,0.94,0.0,0.0,1644.0,39456.0,0.0,0.0
Mulesoft,0a252d1b6f3b42c38c1c265054adb745,True,89486,89486,58,0.0,0,89486.0,58,4:50-99,1542.8620689655172,1203871.0,1337859.64,486109.0,2825229.6,0.0,0.0,0.0,0.0,4163089.23,1689980.0,0.32,0.68,0.0,0.0,0.71,0.29,0.0,0.0,28635.52,60850.48,0.0,0.0
Tapestry,0a354d0843e146a39c692240ba3a31c9,True,141660,35760,50,0.0,0,35760.0,50,4:50-99,715.2,1146513.0,4725952.29,23014.0,101005.73,52.0,736.48,23823.0,148461.03,4976155.54,1193402.0,0.95,0.02,0.0,0.03,0.96,0.02,0.0,0.02,33972.0,715.2,1072.8,0.0
AAMC,0acc1fb367324413bd4d2a2e431e6f01,True,64926,64926,30,0.0,0,64926.0,30,3:25-49,2164.2,77914.0,388517.75,4109.0,65806.92,121.0,4059.13,161.0,5772.77,464156.57,82305.0,0.84,0.14,0.01,0.01,0.95,0.05,0.0,0.0,54537.84,9089.640000000001,649.26,649.26
hseffler,0b2f3e83fad245c980bac55985c6198f,True,35410,0,0,31809.61,20,31809.61,20,2:10-24,1590.4805000000001,103485.0,16893.46,36938.0,6979.81,36844.0,5414.48,36805.0,12968.41,42256.17,214072.0,0.4,0.17,0.13,0.31,0.48,0.17,0.17,0.17,12723.844000000001,5407.6337,9860.9791,4135.2493
Adobe_PlatfromEngineering,0b84d5c256ee4d7dbf6beae4bda8d58c,True,302772,140112,190,0.0,0,140112.0,190,5:100-249,737.4315789473684,1819549.0,3944934.62,408178.0,786629.8,11026.0,21900.5,13681.0,19074.3,4772539.22,2252434.0,0.83,0.16,0.0,0.0,0.81,0.18,0.0,0.01,116292.95999999999,22417.920000000002,0.0,0.0
"Buzzfeed, Inc.",0bee6427dc56464eaf6dbe5ceed33a7c,True,16441,16441,10,0.0,0,16441.0,10,2:10-24,1644.1,339732.0,688518.73,339966.0,610808.97,8.0,282.92,13.0,73.65,1299684.27,679719.0,0.53,0.47,0.0,0.0,0.5,0.5,0.0,0.0,8713.73,7727.2699999999995,0.0,0.0
Quest,0c2c415182894a6bbdcc30bfebd01f9a,False,27000,48000,10,0.0,0,48000.0,10,2:10-24,4800.0,24532.0,138492.07,0.0,0.0,0.0,0.0,0.0,0.0,138492.07,24532.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48000.0,0.0,0.0,0.0
plusgradeteam,0ce651962cb040ecad8f83dd413f174b,True,19200,19200,10,0.0,0,19200.0,10,2:10-24,1920.0,10.0,161.68,202952.0,617389.51,53477.0,104004.8,28856.0,62783.33,784339.32,285295.0,0.0,0.79,0.13,0.08,0.0,0.71,0.19,0.1,0.0,15168.0,1536.0,2496.0
GM Financial,0ceb55ad64384c6f85dec96ccc66ead1,True,92035,22500,15,0.0,0,22500.0,15,2:10-24,1500.0,14947.0,24592.23,53483.0,91035.82,39.0,743.75,61.0,309.38,116681.18,68530.0,0.21,0.78,0.01,0.0,0.22,0.78,0.0,0.0,4725.0,17550.0,0.0,225.0
Kimble Applications Limited,0d209c5172d74b10a005ccec88faeb9c,False,16083,216,0,16083.38,8,16299.38,8,1:1-9,2037.4225,34137.0,745182.75,0.0,0.0,1515.0,22223.33,1204.0,41029.77,808435.85,36856.0,0.92,0.0,0.03,0.05,0.93,0.0,0.04,0.03,14995.4296,0.0,814.969,488.98139999999995
ASG,0d9552aaf47147be94bdeb17ea3ce945,True,33600,9600,4,0.0,0,9600.0,4,1:1-9,2400.0,6.0,17.35,8.0,39.63,1.0,2.55,2.0,7.43,66.97,17.0,0.26,0.59,0.04,0.11,0.35,0.47,0.06,0.12,2496.0,5664.0,1056.0,384.0
TWDC,0e8889f4694e4c0aa4c0c9756b7fdbb6,True,59856,49776,30,0.0,0,49776.0,30,3:25-49,1659.2,19589.0,138126.13,5.0,2.48,80900.0,138891.2,8886.0,120951.07,397970.88,109380.0,0.35,0.0,0.35,0.3,0.18,0.0,0.74,0.08,17421.6,0.0,14932.8,17421.6
PCAP,0eac6c441d194242962b5a43a11702a3,True,71930,41952,26,0.0,0,41952.0,26,3:25-49,1613.5384615384614,239.0,10827.35,225849.0,298307.3,12.0,178.1,9.0,52.77,309365.52,226109.0,0.03,0.96,0.0,0.0,0.0,1.0,0.0,0.0,1258.56,40273.92,0.0,0.0
SIE,0ebaf5ac9ec549e0a3c05e0527bc57aa,True,355200,342000,280,0.0,0,342000.0,280,6:250-499,1221.4285714285713,4466472.0,8579521.02,1796843.0,6654573.87,1867178.0,5014611.42,1356514.0,6568136.33,26816842.64,9487007.0,0.32,0.25,0.19,0.24,0.47,0.19,0.2,0.14,109440.0,85500.0,82080.0,64980.0
Global Payments,0ec27265b6ad4636abab2cc2479a2caf,True,115452,70452,30,0.0,0,70452.0,30,3:25-49,2348.4,459445.0,2136875.23,253.0,6175.35,53.0,823.15,94.0,1715.68,2145589.42,459845.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,70452.0,0.0,0.0,0.0
BSH,0edf043733be42c0989c3de5286d5b02,True,66000,0,0,52500.01,25,52500.01,25,3:25-49,2100.0004,338346.0,1130468.65,51791.0,185400.13,66.0,2593.32,23.0,621.42,1319083.52,390226.0,0.86,0.14,0.0,0.0,0.87,0.13,0.0,0.0,45150.0086,7350.001400000001,0.0,0.0
Rabobank,0ee0ea717fc94087842af417397f62b9,True,358515,0,0,256515.29,208,256515.29,208,5:100-249,1233.2465865384615,14418571.0,7077785.59,622.0,724.92,37.0,100.43,13.0,126.55,7078737.49,14419243.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256515.29,0.0,0.0,0.0
HP Inc - Software Platforms,0fd4a3bc1cf14b1e8ed760d4fefaf93e,True,18946,14146,10,0.0,0,14146.0,10,2:10-24,1414.6,155257.0,125220.6,18621.0,19910.68,736.0,1768.78,749.0,1770.0,148670.07,175363.0,0.84,0.13,0.01,0.01,0.89,0.11,0.0,0.0,11882.64,1838.98,141.46,141.46
ProgLeasingMaster,10b4c98395d645e5b23b8f9c3b49b9af,False,192708,198000,101,0.0,0,198000.0,101,5:100-249,1960.3960396039604,141178.0,337349.2,29176.0,27155.65,57.0,606.83,305.0,184.9,365296.58,170716.0,0.92,0.07,0.0,0.0,0.83,0.17,0.0,0.0,182160.0,13860.000000000002,0.0,0.0
Iron Mountain,112664032c0f41d68762f5455f5b03ef,True,32640,14640,10,0.0,0,14640.0,10,2:10-24,1464.0,30520.0,295991.78,1.0,3.22,0.0,0.0,0.0,0.0,295995.0,30521.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14640.0,0.0,0.0,0.0
Delta Dental of California,113a23a353fa4f60ad4b187c2a03af75,True,138960,138960,60,0.0,0,138960.0,60,4:50-99,2316.0,822313.0,1635390.7,38.0,1169.15,2.0,5.37,13.0,860.2,1637425.42,822366.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,138960.0,0.0,0.0,0.0
Otto,1184709f2d644c049c44074c9b0835c1,True,49192,0,0,41904.52,30,41904.52,30,3:25-49,1396.8173333333332,2098245.0,1545169.42,31852.0,94883.42,22500.0,12573.0,86.0,2082.32,1654708.15,2152683.0,0.93,0.06,0.01,0.0,0.97,0.01,0.01,0.0,38971.2036,2514.2711999999997,0.0,419.04519999999997
DocuSign,120b913f28dc4f94b92bb8a577470d76,True,114720,51584,45,0.0,0,51584.0,45,3:25-49,1146.3111111111111,98859.0,402109.35,7523.0,25106.28,7537.0,9483.13,1148.0,2056.17,438754.93,115067.0,0.92,0.06,0.02,0.0,0.86,0.07,0.07,0.01,47457.28,3095.04,0.0,1031.68
Torrid,123e181cfb2847f6b96bf2930db1a096,True,67308,34800,29,0.0,0,34800.0,29,3:25-49,1200.0,856047.0,349063.71,308.0,6787.85,734.0,9505.65,13827.0,104867.9,470225.11,870916.0,0.74,0.01,0.02,0.22,0.98,0.0,0.0,0.02,25752.0,348.0,7656.0,696.0
EUROPCAR INTERNATIONAL SASU,12736e8d3f154f42914328d15556c53b,True,68999,0,0,17999.96,10,17999.96,10,2:10-24,1799.9959999999999,3980.0,5996.63,37.0,1022.8,26.0,150.03,6.0,48.03,7217.5,4049.0,0.83,0.14,0.02,0.01,0.98,0.01,0.01,0.0,14939.966799999998,2519.9944,179.9996,359.9992
Credit Karma1,12b04ce562b54d849c295a7f341dfc7d,True,68102,26851,15,0.0,0,26851.0,15,2:10-24,1790.0666666666666,28845.0,46595.78,21971.0,66432.15,161629.0,196008.23,139840.0,365329.43,674365.6,352285.0,0.07,0.1,0.29,0.54,0.08,0.06,0.46,0.4,1879.5700000000002,2685.1000000000004,14499.54,7786.789999999999
Home Depot,1392935393f64cef9422cc4eedc96b7c,True,126300,126300,100,0.0,0,126300.0,100,5:100-249,1263.0,1629880.0,6695868.46,479.0,12514.23,29.0,550.2,88.0,909.23,6709842.13,1630476.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,126300.0,0.0,0.0,0.0
BITMARCK Technik Test Services,142af8be95bc4b3d97757fffb0b5156a,True,21843,0,0,6393.5,3,6393.5,3,1:1-9,2131.1666666666665,4.0,107.57,26.0,272.87,1.0,0.18,0.0,0.0,380.62,31.0,0.28,0.72,0.0,0.0,0.13,0.84,0.03,0.0,1790.18,4603.32,0.0,0.0
"LogRhythm, Inc.",14494817eb9e4394a51a771f086db2f6,True,26052,20880,18,0.0,0,20880.0,18,2:10-24,1160.0,31263.0,73712.18,0.0,0.0,0.0,0.0,0.0,0.0,73712.18,31263.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20880.0,0.0,0.0,0.0
"The Goldman Sachs Group, Inc.",144de9f6b0ee43bab31e0bf59f151301,True,245700,207900,110,0.0,0,207900.0,110,5:100-249,1890.0,419202.0,859899.07,65301.0,144178.7,41829.0,82466.13,45671.0,106184.98,1192728.88,572003.0,0.72,0.12,0.07,0.09,0.73,0.11,0.07,0.08,149688.0,24948.0,18711.0,14553.000000000002
HeartFlow,14552fa8adb14658b4253ae4572d3309,True,38664,38664,18,0.0,0,38664.0,18,2:10-24,2148.0,37751.0,247567.47,17165.0,97556.9,0.0,0.0,1002.0,897.27,346021.63,55918.0,0.72,0.28,0.0,0.0,0.68,0.31,0.0,0.02,27838.079999999998,10825.920000000002,0.0,0.0
Chipotle Mexican Grill,14cb5691a1e7469099bb55acdba2f29e,True,79104,79104,45,0.0,0,79104.0,45,3:25-49,1757.8666666666666,209178.0,468275.05,12725.0,31856.97,311.0,2860.05,304.0,3026.98,506019.05,222518.0,0.93,0.06,0.01,0.01,0.94,0.06,0.0,0.0,73566.72,4746.24,791.04,791.04
Adobe,153415504572466787b5d8bbbe07ac4d,False,16248,16680,10,0.0,0,16680.0,10,2:10-24,1668.0,419639.0,402721.17,5632.0,5292.57,2583.0,2236.2,4856.0,3773.97,414023.9,432710.0,0.97,0.01,0.01,0.01,0.97,0.01,0.01,0.01,16179.6,166.8,166.8,166.8
Freedom Mobile,1577ed6998214f5d86577cff465b5be6,True,24000,24000,10,0.0,0,24000.0,10,2:10-24,2400.0,433.0,2943.45,298.0,2730.5,148.0,2118.9,134.0,1202.67,8995.52,1013.0,0.33,0.3,0.24,0.13,0.43,0.29,0.15,0.13,7920.0,7200.0,3120.0,5760.0
The Trainline,15bd34c5c39949f78d55858a40181449,True,66000,0,0,49679.95,32,49679.95,32,3:25-49,1552.4984375,514532.0,823054.77,6404.0,7881.1,14.0,262.12,8.0,686.47,831884.45,520958.0,0.99,0.01,0.0,0.0,0.99,0.01,0.0,0.0,49183.150499999996,496.79949999999997,0.0,0.0
ALDI International Services - IIT-CA - Cross-Cluster,15f3508fe9734d8e873fcfd1619bc861,True,14832,0,0,5436.0,3,5436.0,3,1:1-9,1812.0,1.0,1.73,4.0,39.4,0.0,0.0,7.0,56.1,97.23,12.0,0.02,0.41,0.0,0.58,0.08,0.33,0.0,0.58,108.72,2228.7599999999998,3152.8799999999997,0.0
VolvoGroup,1603d60fbeb745c2be71aa58f34d4823,True,38498,0,0,22743.6,10,22743.6,10,2:10-24,2274.3599999999997,176.0,1689.35,27.0,1010.0,35.0,1609.88,9.0,184.32,4493.55,247.0,0.38,0.22,0.36,0.04,0.71,0.11,0.14,0.04,8642.568,5003.592,909.7439999999999,8187.695999999999
DWS Engineering,16180a5f2e224ebd9207d4d29eccc677,True,89639,0,0,32794.93,15,32794.93,15,2:10-24,2186.328666666667,66883.0,147830.25,22369.0,133062.07,18.0,39.22,55.0,186.2,281117.73,89325.0,0.53,0.47,0.0,0.0,0.75,0.25,0.0,0.0,17381.3129,15413.6171,0.0,0.0
idealo,1680d4398de042d89375ac01765e427c,False,12067,365,0,12067.2,5,12432.2,5,1:1-9,2486.44,18167.0,14539.23,3932.0,1615.12,8.0,75.15,26.0,1425.17,17654.67,22133.0,0.82,0.09,0.0,0.08,0.82,0.18,0.0,0.0,10194.404,1118.898,994.5760000000001,0.0
Deloitte,168766629ebb4b398a52aea37c2089a9,True,24240,12480,8,0.0,0,12480.0,8,1:1-9,1560.0,,,,,,,,,,,,,,,,,,,,,,
ThomasArts,1703bbd01a7b4d5390bd12b989f9838d,True,40800,12960,16,0.0,0,12960.0,16,2:10-24,810.0,31876.0,50292.7,19480.0,42007.52,2116.0,5265.87,2248.0,6811.5,104377.58,55720.0,0.48,0.4,0.05,0.07,0.57,0.35,0.04,0.04,6220.8,5184.0,907.2,648.0
ARD Online,1715d6fc3941411eb20cdee82ec7aaa7,True,40391,0,0,18900.0,10,18900.0,10,2:10-24,1890.0,0.0,0.0,0.0,0.0,1.0,3.28,0.0,0.0,3.28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18900.0
Hughes Network Systems,17553d2e51e84586807e4167b35e4f1e,True,30030,10567,4,0.0,0,10567.0,4,1:1-9,2641.75,178.0,2775.65,32.0,891.78,0.0,0.0,17.0,70.63,3738.07,227.0,0.74,0.24,0.0,0.02,0.78,0.14,0.0,0.07,7819.58,2536.08,211.34,0.0
Accenture Internal,17bda53ff02f4a37b80cd6557067a41c,True,117360,20160,21,0.0,0,20160.0,21,2:10-24,960.0,2928.0,7929.05,397.0,13878.7,22.0,667.37,23.0,70.85,22545.97,3370.0,0.35,0.62,0.03,0.0,0.87,0.12,0.01,0.01,7056.0,12499.2,0.0,604.8
The Walt Disney Company,1836a1ca271645769ef31fbb88896bf8,True,155546,155546,75,0.0,0,155546.0,75,4:50-99,2073.9466666666667,1317142.0,4691625.51,100340.0,360855.7,145047.0,564935.32,29794.0,218465.83,5835882.36,1592323.0,0.8,0.06,0.1,0.04,0.83,0.06,0.09,0.02,124436.8,9332.76,6221.84,15554.6
The Cooperators,18d1e06c65d14eba828f4d57232cbe2f,False,22002,22800,10,0.0,0,22800.0,10,2:10-24,2280.0,92712.0,623479.15,659.0,25766.0,644.0,24490.22,798.0,22064.9,695800.27,94813.0,0.9,0.04,0.04,0.03,0.98,0.01,0.01,0.01,20520.0,912.0,684.0,912.0
WellSky,195c9ec044254698925ac1175eab6800,True,94122,50922,25,0.0,0,50922.0,25,3:25-49,2036.88,258305.0,640367.18,10315.0,14726.37,94.0,757.73,45.0,390.77,656242.05,268759.0,0.98,0.02,0.0,0.0,0.96,0.04,0.0,0.0,49903.56,1018.44,0.0,0.0
Medecision,1961a75ccbfd4b6aa852826aa810a41f,True,38400,38400,16,0.0,0,38400.0,16,2:10-24,2400.0,116255.0,135244.6,77046.0,239550.2,0.0,0.0,0.0,0.0,374794.8,193301.0,0.36,0.64,0.0,0.0,0.6,0.4,0.0,0.0,13824.0,24576.0,0.0,0.0
RubyLife Inc,19bd4b9a4a284d408d01bb64f5d75230,True,95520,35760,40,0.0,0,35760.0,40,3:25-49,894.0,554017.0,958724.05,145757.0,191082.23,370.0,7509.67,118817.0,376474.28,1533790.23,818961.0,0.63,0.12,0.0,0.25,0.68,0.18,0.0,0.15,22528.8,4291.2,8940.0,0.0
"Age of Learning, Inc.",1a005195ce9f4bdfaf3261f8cf38a890,True,353400,122400,60,0.0,0,122400.0,60,4:50-99,2040.0,844102.0,334193.78,236423.0,145514.52,21.0,18.22,1.0,12.07,479738.58,1080547.0,0.7,0.3,0.0,0.0,0.78,0.22,0.0,0.0,85680.0,36720.0,0.0,0.0
ADP,1a38b82bc97640c092c4c97bf7f4685e,False,32400,45000,15,5400.0,3,50400.0,18,2:10-24,2800.0,21768.0,135233.1,3560.0,21681.33,149.0,6147.8,442.0,14754.55,177816.78,25919.0,0.76,0.12,0.03,0.08,0.84,0.14,0.01,0.02,38304.0,6048.0,4032.0,1512.0
American Express,1acf2055de4e493d8ff9fa3bc105bbcd,True,549297,473697,365,0.0,0,473697.0,365,6:250-499,1297.8,5356521.0,14866763.14,1821348.0,14815308.72,26687.0,204701.9,18380.0,83109.27,29969883.03,7222936.0,0.5,0.49,0.01,0.0,0.74,0.25,0.0,0.0,236848.5,232111.53,0.0,4736.97
Performance Horizon,1aef98c12ed74ce38c0092a0bdc2eae5,True,6528,0,0,6527.86,4,6527.86,4,1:1-9,1631.965,35.0,369.43,25.0,97.8,0.0,0.0,0.0,0.0,467.23,60.0,0.79,0.21,0.0,0.0,0.58,0.42,0.0,0.0,5157.0094,1370.8506,0.0,0.0
Core Digital Media,1af88e2eeb034d9697298e3b9c53348e,True,177300,92298,90,0.0,0,92298.0,90,4:50-99,1025.5333333333333,57289.0,252443.95,2489.0,26376.82,4839.0,20345.13,4855.0,40236.93,339402.83,69472.0,0.74,0.08,0.06,0.12,0.82,0.04,0.07,0.07,68300.52,7383.84,11075.76,5537.88
AdaptiveBiotech,1b90a4618bb9480bb81de63516080f06,True,48000,24000,20,0.0,0,24000.0,20,2:10-24,1200.0,82014.0,399137.87,2.0,1.43,0.0,0.0,0.0,0.0,399139.3,82016.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0
Oracle Data Cloud,1beb9a48e1c247c69b071aa83e297999,False,126000,294000,60,0.0,0,294000.0,60,4:50-99,4900.0,4850.0,2589.93,110906.0,114830.42,36543.0,38710.48,29103.0,27517.2,183648.03,181402.0,0.01,0.63,0.21,0.15,0.03,0.61,0.2,0.16,2940.0,185220.0,44100.0,61740.0
